Sentence,label
"BERT EM + MTB also significantly outperforms BERT EM in this unsupervised setting , which is to be expected since there is no relation - specific loss during BERT EM 's training .",result
"When given access to all of the training data , BERT EM approaches BERT EM + MTB 's performance .",result
The results in show that MTB training could be used to significantly reduce effort in implementing an exemplar based relation extraction system .,result
"For all tasks , we see that MTB based training is even more effective for low - resource cases , where there is a larger gap in performance between our BERT EM and BERT EM + MTB based classifiers .",result
"This further supports our argument that training by matching the blanks can significantly reduce the amount of human input required to create relation extractors , and populate a knowledge base .",result
"First , we study the ability of the Transformer neural network architecture to encode relations between entity pairs , and we identify a method of representation that outperforms previous work in supervised relation extraction .",model
"Then , we present a method of training this relation representation without any supervision from a knowledge graph or human annotators by matching the blanks .",model
Matching the Blanks : Distributional Similarity for Relation Learning,research-problem
Reading text to identify and extract relations between entities has been along standing goal in natural language processing .,research-problem
Typically efforts in relation extraction fall into one of three groups .,research-problem
"In this paper , we propose a novel word - level approach for distant supervised relation extraction by reducing inner-sentence noise and improving robustness against noisy words .",approach
"To reduce innersentence noise , we utilize a novel Sub - Tree Parse ( STP ) method to remove irrelevant words by intercepting a subtree under the parent of entities ' lowest common ancestor .",approach
"Furthermore , the entity - wise attention is adopted to alleviate the influence of noisy words in the subtree and emphasize the task - relevant features .",approach
"To tackle the second challenge , we initialize our model parameters with a priori knowledge learned from the entity type classification task by transfer learning .",approach
"From , we can observe that the model with the STP performs best , and the SDP model obtains an even worse result than the pure one .",result
"The PR curve areas of BGRU + SDP and BGRU are about 0.332 and 0.337 respectively , while BGRU + STP increases it to 0.366 .",result
The result indicates : ( 1 ) Our STP can get rid of irrelevant words in each instance and obtain more precise sentence representation for relation extraction .,result
( 2 ) The SDP method is not appropriate to handle low - quality sentences where key relation words are not in the SDP .,result
"From and , we can obtain : ( 1 ) Regardless of the dataset that we employ , BGRU - WLA ( + STP ) + EWA outperforms BGRU (+ STP ) .",result
"To be more specific , the PR curve area has a relative improvement of over 2.3 % , which demonstrates that entity - wise hidden states in the BGRU present more precise relational features than other word states .",result
"EWA achieves further improvements and outperforms the baseline by over 4.6 % , because it considers more information than entity or relational words alone .",result
"( 1 ) Regardless of the dataset that we use , models with TL achieve better performance , which improve the PR curve area by over 4.7 % .",result
"( 2 ) BGRU + STP + TL achieves the best performance and increases the area to 0.383 , while areas of BGRU , BGRU + STP and BGRU + TL are 0.337 , 0.366 and 0.372 respectively .",result
Mintz proposes the humandesigned feature model .,baseline
MultiR puts forward a graphical model .,baseline
MIML proposes a multi -instance multi-label model .,baseline
PCNN puts forward a piecewise CNN for relation extraction .,baseline
PCNN + ATT proposes the selective attention mechanism with PCNN .,baseline
BGRU proposes a BGRU with the word - level attention mechanism .,baseline
Neural Relation Extraction via Inner - Sentence Noise Reduction and Transfer Learning,research-problem
Relation extraction aims to extract relations between pairs of marked entities in raw texts .,research-problem
"In this paper , we propose a novel word - level approach for distant supervised relation extraction by reducing inner-sentence noise and improving robustness against noisy words .",research-problem
We see that the BERT - LSTM - large model achieves the state - of - the - art F 1 score among single models and outperforms the ensemble model on the CoNLL 2005 in - domain and out - of - domain tests .,result
"However , it falls short on the CoNLL 2012 benchmark because the model of obtains very high precision .",result
We conduct experiments on two SRL tasks : and the predicate indicator embedding size is 10 .,hyperparameter
The learning rate is 5 10 ?5 . BERT base - cased and large - cased models are used in our experiments .,hyperparameter
The position embeddings are randomly initialized and fine - tuned during the training process .,hyperparameter
We show that simple neural architectures built on top of BERT yields state - of - the - art performance on a variety of benchmark datasets for these two tasks .,model
Simple BERT Models for Relation Extraction and Semantic Role Labeling,research-problem
Relation extraction and semantic role labeling ( SRL ) are two fundamental tasks in natural language understanding .,research-problem
"For SRL , the task is to extract the predicate - argument structure of a sentence , determining "" who did what to whom "" , "" when "" , "" where "" , etc .",research-problem
We observe that our novel attentionbased architecture achieves new state - of - the - art results on this relation classification dataset .,result
"Att - Input - CNN relies only on the primal attention at the input level , performing standard max - pooling after the convolution layer to generate the network output w O , in which the new objective function is utilized .",result
Our full dual attention model Att - Pooling - CNN achieves an even more favorable F1- score of 88 % .,result
"With Att - Input - CNN , we achieve an F1-score of 87.5 % , thus already outperforming not only the original winner of the SemEval task , an SVM - based approach ( 82.2 % ) , but also the wellknown CR - CNN model ( 84.1 % ) with a relative improvement of 4.04 % , and the newly released DRNNs ( 85.8 % ) with a relative improvement of 2.0 % , although the latter approach depends on the Stanford parser to obtain dependency parse information .",result
We propose a novel CNN architecture that addresses some of the shortcomings of previous approaches .,model
"Our CNN architecture relies on a novel multi-level attention mechanism to capture both entity - specific attention ( primary attention at the input level , with respect to the target entities ) and relation - specific pooling attention ( secondary attention with respect to the target relations ) .",model
2 . We introduce a novel pair - wise margin - based objective function that proves superior to standard loss functions .,model
Relation Classification via Multi - Level Attention CNNs,research-problem
We use the word2 vec skip - gram model to learn initial word representations on Wikipedia .,experimental-setup
Other matrices are initialized with random values following a Gaussian distribution .,experimental-setup
We apply a cross-validation procedure on the training data to select suitable hyperparameters .,experimental-setup
"The models that take the context into account perform similar to the baselines at the smallest recall numbers , but start to positively deviate from them at higher recall rates .",result
"In particular , the ContextAtt model performs better than any other system in our study over the entire recall range .",result
"Compared to the competitive LSTM - baseline that uses the same relation encoder , the ContextAtt model achieves a 24 % reduction of the average error : from 0.2096 0.002 to 0.1590 0.002 .",result
shows that the ContextAtt model performs best over all relation types .,result
One can also see that the ContextSum does n't universally outperforms the LSTM - baseline .,result
It demonstrates again that using attention is crucial to extract relevant information from the context relations .,result
"On the relation - specific results we observe that the context - enabled model demonstrates the most improvement on precision and seems to be especially useful for taxonomy relations ( see SUBCLASS OF , PART OF ) .",result
All models were trained using the Adam optimizer with categorical crossentropy as the loss function .,hyperparameter
We use an early stopping criterion on the validation data to determine the number of training epochs .,hyperparameter
"The learning rate is fixed to 0.01 and the rest of the optimization parameters are set as recommended in : ? 1 = 0.9 , ? 2 = 0.999 , ? = 1e ? 08 . The training is performed in batches of 128 instances .",hyperparameter
We apply Dropout on the penultimate layer as well as on the embeddings layer with a probability of 0.5 .,hyperparameter
We choose the size of the layers ( RNN layer size o = 256 ) and entity marker embeddings ( d = 3 ) with a random search on the validation set .,hyperparameter
We present a novel architecture that considers other relations in the sentence as a context for predicting the label of the target relation .,model
Our architecture uses an LSTM - based encoder to jointly learn representations for all relations in a single sentence .,model
The representation of the target relation and representations of the context relations are combined to make the final prediction .,model
Context - Aware Representations for Knowledge Base Relation Extraction,research-problem
We demonstrate that for sentence - level relation extraction it is beneficial to consider other relations in the sentential context while predicting the target relation .,research-problem
The main goal of relation extraction is to determine a type of relation between two target entities that appear together in a text .,research-problem
"In this paper , we consider the sentential relation extraction task : to each occurrence of the target entity pair e 1 , e 2 in some sentence s one has to assign a relation type r from a given set R. A triple e 1 , r , e 2 is called a relation instance and we refer to the relation of the target entity pair as target relation .",research-problem
We start with baseline model which we take as a simple encoder and decoder network with only the local loss ( ED - Local ) .,baseline
Further we have experimented with encoder - decoder and a discriminator network with only global loss ( EDD - Global ) to distinguish the ground truth paraphrase with the predicted one .,baseline
Another variation of our model is used both the global and local loss ( EDD - LG ) .,baseline
"Finally , we make the discriminator share weights with the encoder and train this network with both the losses ( EDD - LG ( shared ) ) .",baseline
Our model consists of a sequential encoder - decoder that is further trained using a pairwise discriminator .,model
The encoder - decoder architecture has been widely used for machine translation and machine comprehension tasks .,model
"In general , the model ensures a ' local ' loss that is incurred for each recurrent unit cell .",model
"To ensure that the whole sentence is correctly encoded , we make further use of a pair - wise discriminator that encodes the whole sentence and obtains an embedding for it .",model
We further ensure that this is close to the desired ground - truth embeddings while being far from other ( sentences in the corpus ) embeddings .,model
This model thus provides a ' global ' loss that ensures the sentence embedding as a whole is close to other semantically related sentence embeddings .,model
Learning Semantic Sentence Embeddings using Pair- wise Discriminator,research-problem
"In this paper , we propose a method for obtaining sentence - level embeddings .",research-problem
"Among the ablations , the proposed EDD - LG ( shared ) method works way better than the other variants in terms of BLEU and METEOR metrics by achieving an improvement of 8 % and 6 % in the scores respectively over the baseline method for 50 K dataset and an improvement of 10 % and 7 % in the scores respectively for 100 K dataset .",ablation-analysi
Residual LSTM is also the current state - of - the - art on the MSCOCO dataset .,baseline
"For the Quora dataset , there were no known baseline results , so we compare our model with ( 1 ) standard VAE model i.e. , the unsupervised version , and ( 2 ) a "" supervised "" variant VAE - S of the unsupervised model .",baseline
"In this paper , we present a deep generative framework for automatically generating paraphrases , given a sentence .",model
"To address this limitation , we present a mechanism to condition our VAE model on the original sentence for which we wish to generate the paraphrases .",model
"Our framework combines the power of sequenceto - sequence models , specifically the long short - term memory ( LSTM ) , and deep generative models , specifically the variational autoencoder ( VAE ) , to develop a novel , end - to - end deep learning architecture for the task of paraphrase generation .",model
"Unlike these methods where number of classes are finite , and do not require any intermediate representation , our method conditions both the sides ( i.e. encoder and decoder ) of VAE on the intermediate representation of the input question obtained through LSTM .",model
"In contrast , our deep generative model enjoys a simple , modular architecture , and can generate not just a single but multiple , semantically sensible , paraphrases for any given sentence .",model
"This is in contrast to the proposed method where all variations will be of relatively better quality since they are the top beam - search result , generated based on different z sampled from a latent space .",model
A Deep Generative Framework for Paraphrase Generation,research-problem
"In this paper , we address the problem of generating paraphrases automatically .",research-problem
"Firstly , our network is densely connected , connecting every layer of P with every layer of Q .",model
"The propagated features are collectively passed into prediction layers , which effectively connect shallow layers to deeper layers .",model
"To this end , we propose efficient Bidirectional Attention Connectors ( BAC ) as a base building block to connect two sequences at arbitrary layers .",model
"Overall , we propose DECAPROP ( Densely Connected Attention Propagation ) , a novel architecture for reading comprehension .",model
"The key idea is to compress the attention outputs so that they can be small enough to propagate , yet enabling a connection between two sequences .",model
Densely Connected Attention Propagation for Reading Comprehension,research-problem
"We propose DECAPROP ( Densely Connected Attention Propagation ) , a new densely connected neural architecture for reading comprehension ( RC ) .",research-problem
We conduct extensive experiments on four challenging RC benchmarks .,research-problem
Our model is implemented in Tensorflow .,experimental-setup
"The sequence lengths are capped at 800/700/1500/1100 for News QA , Search QA , Quasar - T and Narrative QA respectively .",experimental-setup
"Batch size is tuned amongst { 16 , 32 , 64 } .",experimental-setup
"Dropout rate is tuned amongst { 0.1 , 0.2 , 0.3 } and applied to all RNN and fully - connected layers .",experimental-setup
The size of the character embeddings is set to 8 and the character RNN is set to the same as the word - level RNN encoders .,experimental-setup
The maximum characters per word is set to 16 .,experimental-setup
The number of layers in DECAENC is set to 3 and the number of factors in the factorization kernel is set to 64 .,experimental-setup
"We use Adadelta with ? = 0.5 for News QA , Adam with ? = 0.001 for Search QA , Quasar - T and Narrative QA .",experimental-setup
We use the CUDNN implementation of the RNN encoder .,experimental-setup
We use a learning rate decay factor of 2 and patience of 3 epochs whenever the EM ( or ROUGE - L ) score on the development set does not increase .,experimental-setup
"The choice of the RNN encoder is tuned between GRU and LSTM cells and the hidden size is tuned amongst { 32 , 50 , 64 , 75 } .",experimental-setup
We apply variational dropout in - between RNN layers .,experimental-setup
We initialize the word embeddings with 300D Glo Ve embeddings and are fixed during training .,experimental-setup
We conduct an ablation study on the New s QA development set .,ablation-analysi
"Finally , in ( 8 - 9 ) , we varied the FM with linear and nonlinear feed - forward layers . From ( 1 ) , we observe a significant gap in performance between DECAPROP and R - NET .",ablation-analysi
We observe that the superiority of DECAPROP over R - NET is consistent and relatively stable .,ablation-analysi
"Overall , the key insight is that all model components are crucial to DECAPROP .",ablation-analysi
"Notably , the DECAENC seems to contribute the most to the over all performance .",ablation-analysi
"To this end , we propose a new compositional encoder that can either be used in place of standard RNN encoders or serve as a new module that is complementary to existing neural architectures .",model
Our proposed encoder leverages dilated compositions to model relationships across multiple granularities .,model
"The output of the dilated composition mechanism acts as gating functions , which are then used to learn compositional representations of the input sequence .",model
"That is , for a given word in the target sequence , our encoder exploits both long - term ( far ) and short - term ( near ) information to decide how much information to retain for it .",model
Multi - Granular Sequence Encoding via Dilated Compositional Units for Reading Comprehension,research-problem
This paper presents a new compositional encoder for reading comprehension ( RC ) .,research-problem
"We conduct experiments on three RC datasets , showing that our proposed encoder demonstrates very promising results both as a standalone encoder as well as a complementary building block .",research-problem
We implement all models in TensorFlow .,experimental-setup
Word embeddings are initialized with 300d Glo Ve vectors and are not fine - tuned during training .,experimental-setup
"Dropout rate is tuned amongst { 0.1 , 0.2 , 0.3 } on all layers including the embedding layer .",experimental-setup
The batch size is set to 64/256/32 accordingly .,experimental-setup
The maximum sequence lengths are 500/200/1100 respectively .,experimental-setup
All models are trained and all runtime benchmarks are based on a TitanXP GPU .,experimental-setup
"We adopt the Adam optimizer ( Kingma and Ba , 2014 ) with a learning rate of 0.0003/ 0.001/0.001 for RACE / SearchQA / Narrative QA respectively .",experimental-setup
"For Narrative QA , we use the Rouge - L score to find the best approximate answer relative to the human written answer for training the span model .",experimental-setup
"The results showed that R 3 achieved F1 56.0 , EM 50.9 on Wiki domain and F1 68.5 , EM 63.0 on Web domain , which is competitive to the state - of - the - arts .",result
"From the results , we can clearly see that the full re-ranker , the combination of different re-rankers , significantly outperforms the previous best performance by a large margin , especially on Quasar - T and Search QA .",result
"In addition , we see that our coverage - based re-ranker achieves consistently good performance on the three datasets , even though its performance is marginally lower than the strength - based re-ranker on the Search QA dataset .",result
"Moreover , our model is much better than the human performance on the Search QA dataset .",result
"Our baseline models 9 include the following : GA , a reading comprehension model with gated - attention ; BiDAF ) , a RC model with bidirectional attention flow ; AQA ) , a reinforced system learning to aggregate the answers generated by the re-written questions ; R 3 ) , a reinforced model making use of a ranker for selecting passages to train the RC model .",baseline
"We first use a pre-trained R 3 model , which gets the state - of - the - art performance on the three public datasets we consider , to generate the top 50 candidate spans for the training , development and test datasets , and we use them for further ranking .",hyperparameter
"For the coverage - based re-ranker , we use Adam to optimize the model .",hyperparameter
We set all the words beyond Glove as zero vectors .,hyperparameter
"We set l to 300 , batch size to 30 , learning rate to 0.002 .",hyperparameter
"We tune the dropout probability from 0 to 0.5 and the number of candidate answers for re-ranking ( K ) in [ 3 , 5 , 10 ] 11 .",hyperparameter
EVIDENCE AGGREGATION FOR ANSWER RE - RANKING IN OPEN - DOMAIN QUESTION ANSWERING,research-problem
Open-domain question answering ( QA ) aims to answer questions from a broad range of domains by effectively marshalling evidence from large open - domain knowledge sources .,research-problem
Recent work on open - domain QA has focused on using unstructured text retrieved from the web to build machine comprehension models .,research-problem
Our code will be released under https://github.com/shuohangwang/mprc.,code
"In this paper , we describe a semantic parsing approach to the problem of KB QA .",approach
Semantic parses can be deterministically converted to a query to extract the answers from the KB .,approach
"That is , for each input question , we construct an explicit structural semantic parse ( semantic graph ) , as in .",approach
"In particular , we adapt Gated Graph Neural Networks ( GGNNs ) , described in , to process and score semantic parses .",approach
Modeling Semantics with Gated Graph Neural Networks for Knowledge Base Question Answering,research-problem
Knowledge base question answering ( QA ) is an important natural language processing problem .,research-problem
QA requires precise modeling of the question semantics through the entities and relations available in the KB in order to retrieve the correct answer .,research-problem
"In this paper , we describe a semantic parsing approach to the problem of KB QA .",research-problem
https://github.com/UKPLab/coling2018-graph-neural-networks-question-answering.,code
Focal Visual - Text Attention for Visual Question Answering,research-problem
"Visual question answering ( VQA ) is a successful direction utilizing both computer vision and natural language processing techniques to solve an interesting problem : given a pair of image and a question ( in natural language ) , the goal is to learn an inference model that can the answer questions according to cues discovered from the image .",research-problem
"Extending from VQA on a single image , this paper considers the following problem :",research-problem
"BIDAF ( ensemble ) achieves an EM score of 73.3 and an F 1 score of 81.1 , outperforming all previous approaches .",result
BI - DIRECTIONAL ATTENTION FLOW FOR MACHINE COMPREHENSION,research-problem
"Machine comprehension ( MC ) , answering a query about a given context paragraph , requires modeling complex interactions between the context and the query .",research-problem
"Recently , attention mechanisms have been successfully extended to MC .",research-problem
The tasks of machine comprehension ( MC ) and question answering ( QA ) have gained significant popularity over the past few years within the natural language processing and computer vision communities .,research-problem
Each paragraph and question are tokenized by a regular - expression - based word tokenizer ( PTB Tokenizer ) and fed into the model .,experimental-setup
The hidden state size ( d ) of the model is 100 .,experimental-setup
The model has about 2.6 million parameters .,experimental-setup
"A dropout ) rate of 0.2 is used for the CNN , all LSTM layers , and the linear transformation before the softmax for the answers .",experimental-setup
The training process takes roughly 20 hours on a single Titan X GPU .,experimental-setup
"We use 100 1D filters for CNN char embedding , each with a width of 5 .",experimental-setup
"We use the AdaDelta ( Zeiler , 2012 ) optimizer , with a minibatch size of 60 and an initial learning rate of 0.5 , for 12 epochs .",experimental-setup
"During training , the moving averages of all weights of the model are maintained with the exponential decay rate of 0.999 .",experimental-setup
"At test time , the moving averages instead of the raw weights are used .",experimental-setup
Both char - level and word - level embeddings contribute towards the model 's performance .,ablation-analysi
C2Q attention proves to be critical with a drop of more than 10 points on both metrics .,ablation-analysi
"Despite being a simpler attention mechanism , our proposed static attention outperforms the dynamically computed attention by more than 3 points .",ablation-analysi
"At the word embedding layer , query words such as When , Where and Who are not well aligned to possible answers in the context , but this dramatically changes in the contextual embedding layer which has access to context from surrounding words and is just 1 layer below the attention layer .",ablation-analysi
The Skip - Thought encoder for the model encodes sentences with length less than 30 words using 2400 GRU units with word vector dimensionality of 620 to produce 4800 - dimensional combineskip vectors . .,hyperparameter
"The combine - skip vectors , with the first 2400 dimensions being uni-skip model and the last 2400 bi-skip model , are used as they have been found to be the best performing in the experiments",hyperparameter
Generating Text through Adversarial Training using Skip - Thought Vectors,research-problem
Attempts have been made for utilizing GANs with word embeddings for text generation .,research-problem
Numerous efforts have been made in the field of natural language text generation for tasks such as sentiment analysis and machine translation .,research-problem
This work pro-Code available at : https://github.com/enigmaeth/skip-thought-gan poses an approach for text generation using Generative Adversarial Networks with Skip - Thought vectors .,code
"For dialogue generation , we set the maximum length to 15 words for each generated sentence .",hyperparameter
"Based on the performance on the validation set , we set the hidden size to 512 , embedding size to 64 and vocabulary size to 40 K for baseline models and the proposed model .",hyperparameter
"The parameters are updated by the Adam algorithm ( Kingma and Ba , 2014 ) and initialized by sampling from the uniform distribution ( [? 0.1 , 0.1 ] ) .",hyperparameter
The initial learning rate is 0.002 and the model is trained in minibatches with a batch size of 256 . ? 1 and ?,hyperparameter
"To address this problem , we propose a novel Auto - Encoder Matching model to learn utterance - level dependency .",model
"First , motivated by , we use two auto- encoders to learn the semantic representations of inputs and responses in an unsupervised style .",model
"Second , given the utterance - level representations , the mapping module is taught to learn the utterance - level dependency .",model
An Auto - Encoder Matching Model for Learning Utterance - Level Semantic Dependency in Dialogue Generation,research-problem
"Automatic dialogue generation task is of great importance to many applications , ranging from open - domain chatbots to goal - oriented technical support agents .",research-problem
"However , conversation generation is a much more complex and flexible task as there are less "" word - to - words "" relations between inputs and responses .",research-problem
"We propose the use of a dilated CNN as a decoder in VAE , inspired by the recent success of using CNNs for audio , image and language modeling ( van den .",model
"In contrast with prior work where extremely large CNNs are used , we exploit the dilated CNN for its flexibility in varying the amount of conditioning context .",model
Improved Variational Autoencoders for Text Modeling using Dilated Convolutions,research-problem
"Recent work on generative text modeling has found that variational autoencoders ( VAE ) with LSTM decoders perform worse than simpler LSTM language models ( Bowman et al. , 2015 ) .",research-problem
We can see that SCNN - VAE - Semi has the best classification accuracy of 65.5 .,ablation-analysi
"On the other hand , LCNN - VAE - Semi has the best NLL result .",ablation-analysi
"Since the evaluation metric is fundamentally instructive , we can see the impact of SeqGAN , which outperforms other baselines significantly .",result
"A significance T - test on the NLL oracle score distribution of the generated sequences from the compared models is also performed , which demonstrates the significant improvement of SeqGAN over all compared models .",result
"Additionally , SeqGAN outperforms PG - BLEU , which means the discriminative signal in GAN is more general and effective than a predefined score ( e.g. BLEU ) to guide the generative policy to capture the underlying distribution of the sequence data .        ",result
"After about 150 training epochs , both the maximum likelihood estimation and the schedule sampling methods converge to a relatively high NLL oracle score , whereas SeqGAN can improve the limit of the generator with the same structure as the baselines significantly .",result
This indicates the prospect of applying adversarial training strategies to discrete sequence generative models to breakthrough the limitations of MLE .,result
The first model is a random token generation .,baseline
The second one is the MLE trained LSTM G ? .,baseline
The third one is scheduled sampling .,baseline
The fourth one is the Policy Gradient with BLEU ( PG - BLEU ) .,baseline
"To setup the synthetic data experiments , we first initialize the parameters of an LSTM network following the normal distribution N ( 0 , 1 ) as the oracle describing the real data distribution G oracle ( x t |x 1 , . . . , x t?1 ) .",hyperparameter
"In SeqGAN algorithm , the training set for the discriminator is comprised by the generated examples with the label 0 and the instances from S with the label",hyperparameter
"In the scheduled sampling , the training process gradually changes from a fully guided scheme feeding the true previous tokens into LSTM , towards a less guided scheme which mostly feeds the LSTM with its generated tokens .",hyperparameter
"For different tasks , one should design specific structure for the convolutional layer and in our synthetic data experiments , the kernel size is from 1 to T and the number of each kernel size is between 100 to 200 3 .",hyperparameter
Dropout ) and L2 regularization are used to avoid over-fitting .,hyperparameter
A curriculum rate ? is used to control the probability of replacing the true tokens with the generated ones .,hyperparameter
"In this paper , to address the above two issues , we follow ) and consider the sequence generation procedure as a sequential decision making process .",model
The generative model is treated as an agent of reinforcement learning ( RL ) ; the state is the generated tokens so far and the action is the next token to be generated .,model
"Unlike the work in ) that requires a task - specific sequence score , such as BLEU in machine translation , to give the reward , we employ a discriminator to evaluate the sequence and feedback the evaluation to guide the learning of the generative model .",model
"To solve the problem that the gradient can not pass back to the generative model when the output is discrete , we regard the generative model as a stochastic parametrized policy .",model
"In our policy gradient , we employ Monte Carlo ( MC ) search to approximate the state - action value .",model
"We directly train the policy ( generative model ) via policy gradient , which naturally avoids the differentiation difficulty for discrete data in a conventional GAN .",model
"As a new way of training generative models , Generative Adversarial Net ( GAN ) that uses a discriminative model to guide the training of the generative model has enjoyed considerable success in generating real - valued data .",research-problem
"However , it has limitations when the goal is for generating sequences of discrete tokens .",research-problem
Generating sequential synthetic data that mimics the real one is an important problem in unsupervised learning .,research-problem
"In this paper , we propose a new algorithmic framework called Leak GAN to address both the non-informativeness and the sparsity issues .",approach
LeakGAN is a new way of providing richer information from the discriminator to the generator by borrowing the recent advances in hierarchical reinforcement learning .,approach
The MANAGER is along shortterm memory network ( LSTM ) and serves as a mediator .,approach
"In each step , it receives generator D 's high - level feature representation , e.g. , the feature map of the CNN , and uses it to form the guiding goal for the WORKER module in that timestep . ",approach
"As illustrated in , we specifically introduce a hierarchical generator G , which consists of a high - level MANAGER module and a low - level WORKER module .",approach
"Next , given the goal embedding produced by the MAN - AGER , the WORKER first encodes current generated words with another LSTM , then combines the output of the LSTM and the goal embedding to take a final action at current state .",approach
Long Text Generation via Adversarial Training with Leaked Information,research-problem
"Automatically generating coherent and semantically meaningful text has many applications in machine translation , dialogue systems , image captioning , etc .",research-problem
"In this paper , we propose a novel adversarial learning framework , RankGAN , for generating highquality language descriptions .",model
"As opposed to performing a binary classification task , we propose to train the ranker to rank the machine - written sentences lower than human - written sentences with respect to a reference sentence which is human-written .",model
RankGAN learns the model from the relative ranking information between the machine - written and the human - written sentences in an adversarial framework .,model
"In the proposed RankGAN , we relax the training of the discriminator to a learning - to - rank optimization problem .",model
"Specifically , the proposed new adversarial network consists of two neural network models , a generator and a ranker .",model
"Accordingly , we train the generator to synthesize sentences which confuse the ranker so that machine - written sentences are ranked higher than human - written sentences in regard to the reference .",model
"During learning , we adopt the policy gradient technique to overcome the non-differentiable problem .",model
"Consequently , by viewing a set of data samples collectively and evaluating their quality through relative ranking , the discriminator is able to make better assessment of the quality of the samples , which in turn helps the generator to learn better .",model
Our method is suitable for language learning in comparison to conventional GANs .,model
Adversarial Ranking for Language Generation,research-problem
"Motivated by the success of transfer learning , we apply BERT to negation detection and scope resolution .",approach
"We explore the set of design choices involved , and experiment on all 3 public datasets available : the BioScope Corpus ( Abstracts and Full Papers ) , the Sherlock Dataset and the SFU Review Corpus .",approach
NegBERT : A Transfer Learning Approach for Negation Detection and Scope Resolution,research-problem
We use Google 's BERT as the base model to generate contextual embeddings for the sentence .,experimental-setup
"We then use a vector of dimension R H x N_C to compute scores per token , for the classification task at hand .",experimental-setup
"We use early stopping on dev data for 6 epochs as tolerance and F 1 score as the early stopping metric , use the Adam optimizer with an initial learning rate of 3 e - 5 , and the Categorical Cross Entropy Loss with class weights as described above to avoid training on the padded label outputs .",experimental-setup
"For all other corpuses , we use a default 70 - 15 - 15 split for the train - dev - test data .",experimental-setup
The input to the BERT model is a sequence of tokenized and encoded tokens of a sentence .,experimental-setup
"BERT outputs a vector of size R H per token of the input , which we feed to a common classification layer of dimen-sion R Hx5 for cue detection and R Hx2 for scope resolution .",experimental-setup
"We perform cue detection and scope resolution for all 3 datasets , and train on 1 and test on all datasets .",experimental-setup
"We trained the models on free GPUs available via Google Colaboratory , the training scripts are publicly available .",experimental-setup
"( 1 ) As shown in , our Evaluator - SLMbased method yields a large improvement over the baselines , demonstrating that the language - modelbased evaluator is effective as a post-hoc grammar checker for the compressed sentences .",result
"( 3 ) As for Google news dataset , LSTMs ( LSTM + pos+dep ) ( & 3 ) is a relatively strong baseline , suggesting that incorporating dependency relations and part - of - speech tags may help model learn the syntactic relations and thus make a better prediction .",result
"For Gigaword dataset with 1.02 million instances , the perplexity of the language model is 20.3 , while for the Google news dataset with 0.2 million instances , the perplexity is 76.5 .",result
"When further applying Evaluator - SLM , only a tiny improvement is observed ( &3 vs & 4 ) , not comparable to the improvement between # 3 and # 5 .",result
"The results shows that small improvements are observed on two datasets ( # 4 vs # 5 ; & 4 vs & 5 ) , suggesting that incorporating syntactic knowledge may help evaluator to encourage more unseen but reasonable word collocations .",result
We choose several strong baselines ; the first one is the dependency - tree - based method that considers the sentence compression task as an optimization problem by using integer linear programming 5 .,baseline
The second method is the long short - term memory networks ( LSTMs ) which showed strong promise in sentence compression by .,baseline
"The embedding size for word , part - of - speech tag , and the dependency relation is 128 .",hyperparameter
"The mini - batch size was chosen from [ 5 , 50 , 100 ] .",hyperparameter
"Vocabulary size was 50,000 .",hyperparameter
"The learning rate for neural language model is 2.5 e - 4 , and 1e - 05 for the policy network .",hyperparameter
We employed the vanilla RNN with a hidden size of 512 for both the policy network and neural language model .,hyperparameter
"For policy learning , we used the REINFORCE algorithm to update the parameters of the policy network and find an policy that maximizes the reward .",hyperparameter
"To answer the above questions , a syntax - based neural language model is trained on large - scale datasets as a readability evaluator .",model
The neural language model is supposed to learn the correct word collocations in terms of both syntax and semantics .,model
"The policy network performs either RETAIN or REMOVE action to form a compression , and receives a reward ( e.g. , readability score ) to update the network .",model
"Subsequently , we formulate the deletionbased sentence compression as a series of trialand - error deletion operations through a reinforcement learning framework .",model
A Language Model based Evaluator for Sentence Compression,research-problem
"We herein present a language - modelbased evaluator for deletion - based sentence compression , and viewed this task as a series of deletion - and - evaluation operations using the evaluator .",research-problem
6 https://github.com/code4conference/code4sc,code
We can see that indeed this abstractive method performed poorly in cross - domain settings .,result
"( 2 ) In the in - domain setting , with the same amount of training data ( 8,000 ) , our BiLSTM method with syntactic features ( BiLSTM + SynFeat and BiL - STM + SynFeat + ILP ) performs similarly to or better than the LSTM + method proposed by , in terms of both F1 and accuracy .",result
"( 4 ) In the out - of - domain setting , our BiLSTM + SynFeat and BiLSTM+SynFeat+ILP methods clearly outperform the LSTM and LSTM + methods .",result
This shows that our method is comparable to the LSTM + method in the in - domain setting .,result
"Therefore , our method works reasonably well for both in - domain and out - ofdomain data .",result
( 5 ) The Traditional ILP method also works better than the LSTM and LSTM + methods in the out - of - domain setting .,result
But the Traditional ILP method performs worse in the in - domain setting than both the LSTM and LSTM + methods and our methods .,result
"We also notice that on Google News , adding the ILP layer decreased the sentence compression performance .",result
"We can see that in the in - domain setting , our method does not have any advantage over the LSTM + method .",result
"But in the cross - domain setting , our method that uses ILP to impose syntax - based constraints clearly performs better than LSTM + when the amount of training data is relatively small .",result
"In the experiments , our model was trained using the Adam algorithm with a learning rate initialized at 0.001 .",hyperparameter
